,round_log_date,round_departure_date,Route,Price,AL
140874,2019-10-06,2019-10-11,MHDTHR,3712000,9
140878,2019-10-06,2019-10-11,THRMHD,2894833.33333333,12
140882,2019-10-06,2019-10-12,MHDTHR,4451916.66666667,12
140886,2019-10-06,2019-10-12,THRMHD,2885272.72727273,11
140890,2019-10-06,2019-10-13,MHDTHR,3718181.81818182,11
140894,2019-10-06,2019-10-13,THRMHD,3036181.81818182,11
140898,2019-10-06,2019-10-14,MHDTHR,3650545.45454545,11
140902,2019-10-06,2019-10-14,THRMHD,3470555.55555556,9
140906,2019-10-06,2019-10-15,MHDTHR,3580900,10
140910,2019-10-06,2019-10-15,THRMHD,3735363.63636364,11
140914,2019-10-06,2019-10-16,MHDTHR,3420111.11111111,9
140918,2019-10-06,2019-10-16,THRMHD,4582800,10
140922,2019-10-06,2019-10-17,MHDTHR,3327000,10
140926,2019-10-06,2019-10-17,THRMHD,5985111.11111111,9
140930,2019-10-06,2019-10-18,MHDTHR,3722777.77777778,9
140934,2019-10-06,2019-10-18,THRMHD,4974818.18181818,11
140938,2019-10-06,2019-10-19,MHDTHR,3934083.33333333,12
140942,2019-10-06,2019-10-19,THRMHD,4311909.09090909,11
140946,2019-10-06,2019-10-20,MHDTHR,5820600,10
140950,2019-10-06,2019-10-20,THRMHD,3067000,9
140954,2019-10-06,2019-10-21,MHDTHR,4993625,8
140958,2019-10-06,2019-10-21,THRMHD,3541500,8
140962,2019-10-06,2019-10-22,MHDTHR,4022444.44444445,9
140966,2019-10-06,2019-10-22,THRMHD,4033454.54545455,11
140970,2019-10-06,2019-10-23,MHDTHR,3577375,8
140974,2019-10-06,2019-10-23,THRMHD,4809800,10
140978,2019-10-06,2019-10-24,MHDTHR,3600693.33333333,6
140982,2019-10-06,2019-10-24,THRMHD,6124580,5
140986,2019-10-06,2019-10-25,MHDTHR,4120705,4
140990,2019-10-06,2019-10-25,THRMHD,6071142.85714286,7
140994,2019-10-06,2019-10-26,MHDTHR,4133907.5,8
140998,2019-10-06,2019-10-26,THRMHD,6353857.14285714,7
141002,2019-10-06,2019-10-27,MHDTHR,4434333.33333333,6
141006,2019-10-06,2019-10-27,THRMHD,6368250,4
141010,2019-10-06,2019-10-28,MHDTHR,5200000,1
141014,2019-10-06,2019-10-28,THRMHD,5602750,4
141018,2019-10-06,2019-10-29,MHDTHR,5721000,4
141021,2019-10-06,2019-10-29,THRMHD,6703666.66666667,3
141024,2019-10-06,2019-10-30,MHDTHR,6764666.66666667,3
141027,2019-10-06,2019-10-30,THRMHD,5404666.66666667,3
141031,2019-10-06,2019-10-31,MHDTHR,6771000,3
141035,2019-10-06,2019-10-31,THRMHD,4803000,2
141038,2019-10-06,2019-11-01,MHDTHR,6319500,2
141042,2019-10-06,2019-11-01,THRMHD,4754560,2
141046,2019-10-06,2019-11-02,MHDTHR,6204666.66666667,3
141050,2019-10-06,2019-11-02,THRMHD,4456000,3
141054,2019-10-06,2019-11-03,MHDTHR,4712666.66666667,3
141058,2019-10-06,2019-11-03,THRMHD,4713980,5
141062,2019-10-06,2019-11-04,MHDTHR,5200000,1
141066,2019-10-06,2019-11-04,THRMHD,5000000,5
141070,2019-10-06,2019-11-05,MHDTHR,6803000,2
141073,2019-10-06,2019-11-05,THRMHD,5780000,5
141076,2019-10-06,2019-11-06,MHDTHR,4683130,2
141079,2019-10-06,2019-11-06,THRMHD,5420000,5
141083,2019-10-06,2019-11-07,MHDTHR,4117086.66666667,3
141087,2019-10-06,2019-11-07,THRMHD,4986736,5
141090,2019-10-06,2019-11-08,MHDTHR,5068270,2
141094,2019-10-06,2019-11-08,THRMHD,4733980,5
141098,2019-10-06,2019-11-09,MHDTHR,5468666.66666667,3
141102,2019-10-06,2019-11-09,THRMHD,4441472,5
141106,2019-10-06,2019-11-10,MHDTHR,5622666.66666667,3
141110,2019-10-06,2019-11-10,THRMHD,4940000,5
141114,2019-10-06,2019-11-11,MHDTHR,8098000,1
141118,2019-10-06,2019-11-11,THRMHD,4900000,5
141122,2019-10-06,2019-11-12,MHDTHR,5303000,2
141125,2019-10-06,2019-11-12,THRMHD,5020000,5
141128,2019-10-06,2019-11-13,MHDTHR,6803000,2
141131,2019-10-06,2019-11-13,THRMHD,5100000,5
141135,2019-10-06,2019-11-14,MHDTHR,4850500,2
141139,2019-10-06,2019-11-14,THRMHD,5674200,5
141142,2019-10-06,2019-11-15,MHDTHR,7407000,2
141146,2019-10-06,2019-11-15,THRMHD,5581600,5
141150,2019-10-06,2019-11-16,MHDTHR,5907000,2
141154,2019-10-06,2019-11-16,THRMHD,4841500,4
141158,2019-10-06,2019-11-17,MHDTHR,5622666.66666667,3
141162,2019-10-06,2019-11-17,THRMHD,5580000,5
141166,2019-10-06,2019-11-18,MHDTHR,8098000,1
141170,2019-10-06,2019-11-18,THRMHD,5483333.33333333,6
141174,2019-10-06,2019-11-19,MHDTHR,6803000,2
141177,2019-10-06,2019-11-19,THRMHD,5580000,5
141180,2019-10-06,2019-11-20,MHDTHR,5303000,2
141183,2019-10-06,2019-11-20,THRMHD,5580000,5
141187,2019-10-06,2019-11-21,MHDTHR,4246500,2
141191,2019-10-06,2019-11-21,THRMHD,5280000,5
141194,2019-10-06,2019-11-22,MHDTHR,6803000,2
141198,2019-10-06,2019-11-22,THRMHD,5568000,3
141205,2019-10-07,2019-10-07,MHDTHR,3230000,9
141209,2019-10-07,2019-10-07,THRMHD,1915950,10
141213,2019-10-07,2019-10-08,MHDTHR,2821650,10
141217,2019-10-07,2019-10-08,THRMHD,2561600,10
141221,2019-10-07,2019-10-09,MHDTHR,2598208.33333333,12
141225,2019-10-07,2019-10-09,THRMHD,3147363.63636364,11
141229,2019-10-07,2019-10-10,MHDTHR,3016636.36363636,11
141233,2019-10-07,2019-10-10,THRMHD,3901100,10
141237,2019-10-07,2019-10-11,MHDTHR,3463333.33333333,9
141241,2019-10-07,2019-10-11,THRMHD,2680833.33333333,12
141245,2019-10-07,2019-10-12,MHDTHR,4566307.69230769,13
141249,2019-10-07,2019-10-12,THRMHD,2837363.63636364,11
141253,2019-10-07,2019-10-13,MHDTHR,3605400,10
141257,2019-10-07,2019-10-13,THRMHD,2654800,10
141261,2019-10-07,2019-10-14,MHDTHR,3379800,10
141265,2019-10-07,2019-10-14,THRMHD,2931000,9
141269,2019-10-07,2019-10-15,MHDTHR,3322600,10
141273,2019-10-07,2019-10-15,THRMHD,3478300,10
141277,2019-10-07,2019-10-16,MHDTHR,3142000,8
141281,2019-10-07,2019-10-16,THRMHD,4198400,10
141285,2019-10-07,2019-10-17,MHDTHR,3299400,10
141289,2019-10-07,2019-10-17,THRMHD,5671000,9
141293,2019-10-07,2019-10-18,MHDTHR,3249111.11111111,9
141297,2019-10-07,2019-10-18,THRMHD,4833545.45454545,11
141301,2019-10-07,2019-10-19,MHDTHR,3985818.18181818,11
141305,2019-10-07,2019-10-19,THRMHD,4039500,10
141309,2019-10-07,2019-10-20,MHDTHR,5995400,10
141313,2019-10-07,2019-10-20,THRMHD,2800888.88888889,9
141317,2019-10-07,2019-10-21,MHDTHR,4645250,8
141321,2019-10-07,2019-10-21,THRMHD,3353000,8
141325,2019-10-07,2019-10-22,MHDTHR,3912666.66666667,9
141329,2019-10-07,2019-10-22,THRMHD,3764500,10
141333,2019-10-07,2019-10-23,MHDTHR,3204857.14285714,7
141337,2019-10-07,2019-10-23,THRMHD,4788666.66666667,9
141341,2019-10-07,2019-10-24,MHDTHR,3345432,5
141345,2019-10-07,2019-10-24,THRMHD,6017672,5
141349,2019-10-07,2019-10-25,MHDTHR,3600500,4
141353,2019-10-07,2019-10-25,THRMHD,5811428.57142857,7
141357,2019-10-07,2019-10-26,MHDTHR,3992400,5
141361,2019-10-07,2019-10-26,THRMHD,6425600,5
141365,2019-10-07,2019-10-27,MHDTHR,3545000,5
141369,2019-10-07,2019-10-27,THRMHD,6009250,4
141373,2019-10-07,2019-10-28,MHDTHR,5498000,1
141377,2019-10-07,2019-10-28,THRMHD,5680500,2
141381,2019-10-07,2019-10-29,MHDTHR,5735333.33333333,3
141384,2019-10-07,2019-10-29,THRMHD,5455500,2
141387,2019-10-07,2019-10-30,MHDTHR,6764666.66666667,3
141390,2019-10-07,2019-10-30,THRMHD,4576500,2
141394,2019-10-07,2019-10-31,MHDTHR,6955500,2
141398,2019-10-07,2019-10-31,THRMHD,4173500,2
141401,2019-10-07,2019-11-01,MHDTHR,6303000,2
141405,2019-10-07,2019-11-01,THRMHD,4011666.66666667,3
141409,2019-10-07,2019-11-02,MHDTHR,5336000,4
141413,2019-10-07,2019-11-02,THRMHD,4439250,4
141417,2019-10-07,2019-11-03,MHDTHR,4841500,4
141421,2019-10-07,2019-11-03,THRMHD,4685428.57142857,7
141425,2019-10-07,2019-11-04,MHDTHR,4548000,1
141429,2019-10-07,2019-11-04,THRMHD,4940000,5
141433,2019-10-07,2019-11-05,MHDTHR,5153000,2
141436,2019-10-07,2019-11-05,THRMHD,5740000,5
141439,2019-10-07,2019-11-06,MHDTHR,4903000,2
141442,2019-10-07,2019-11-06,THRMHD,5400000,5
141446,2019-10-07,2019-11-07,MHDTHR,4263666.66666667,3
141450,2019-10-07,2019-11-07,THRMHD,4960000,5
141453,2019-10-07,2019-11-08,MHDTHR,5053000,2
141457,2019-10-07,2019-11-08,THRMHD,4508000,5
141461,2019-10-07,2019-11-09,MHDTHR,4848000,3
141465,2019-10-07,2019-11-09,THRMHD,4441500,4
141469,2019-10-07,2019-11-10,MHDTHR,4322666.66666667,3
141473,2019-10-07,2019-11-10,THRMHD,4820000,5
141477,2019-10-07,2019-11-11,MHDTHR,4698000,1
141481,2019-10-07,2019-11-11,THRMHD,4840000,5
141485,2019-10-07,2019-11-12,MHDTHR,5253000,2
141488,2019-10-07,2019-11-12,THRMHD,4961750,8
141491,2019-10-07,2019-11-13,MHDTHR,5003000,2
141494,2019-10-07,2019-11-13,THRMHD,4940000,5
141498,2019-10-07,2019-11-14,MHDTHR,4899666.66666667,3
141502,2019-10-07,2019-11-14,THRMHD,5261600,5
141505,2019-10-07,2019-11-15,MHDTHR,6107000,2
141509,2019-10-07,2019-11-15,THRMHD,4989600,5
141513,2019-10-07,2019-11-16,MHDTHR,4984000,3
141517,2019-10-07,2019-11-16,THRMHD,4766500,4
141521,2019-10-07,2019-11-17,MHDTHR,4589333.33333333,3
141525,2019-10-07,2019-11-17,THRMHD,5480000,5
141529,2019-10-07,2019-11-18,MHDTHR,4998000,1
141533,2019-10-07,2019-11-18,THRMHD,5340000,5
141537,2019-10-07,2019-11-19,MHDTHR,5253000,2
141540,2019-10-07,2019-11-19,THRMHD,5460000,5
141543,2019-10-07,2019-11-20,MHDTHR,5253000,2
141546,2019-10-07,2019-11-20,THRMHD,5280000,5
141550,2019-10-07,2019-11-21,MHDTHR,4497000,3
141554,2019-10-07,2019-11-21,THRMHD,5260000,5
141557,2019-10-07,2019-11-22,MHDTHR,5253000,2
141561,2019-10-07,2019-11-22,THRMHD,5568000,3
141746,2019-10-08,2019-10-08,MHDTHR,2966500,8
141750,2019-10-08,2019-10-08,THRMHD,2975111.11111111,9
141754,2019-10-08,2019-10-09,MHDTHR,2401833.33333333,12
141758,2019-10-08,2019-10-09,THRMHD,2907545.45454545,11
141762,2019-10-08,2019-10-10,MHDTHR,2885636.36363636,11
141766,2019-10-08,2019-10-10,THRMHD,4142100,10
141770,2019-10-08,2019-10-11,MHDTHR,3404555.55555556,9
141774,2019-10-08,2019-10-11,THRMHD,2432166.66666667,12
141778,2019-10-08,2019-10-12,MHDTHR,4631923.07692308,13
141782,2019-10-08,2019-10-12,THRMHD,2553545.45454545,11
141786,2019-10-08,2019-10-13,MHDTHR,3352545.45454545,11
141790,2019-10-08,2019-10-13,THRMHD,2493636.36363636,11
141794,2019-10-08,2019-10-14,MHDTHR,3302181.81818182,11
141798,2019-10-08,2019-10-14,THRMHD,2814700,10
141802,2019-10-08,2019-10-15,MHDTHR,3023600,10
141806,2019-10-08,2019-10-15,THRMHD,3338181.81818182,11
141810,2019-10-08,2019-10-16,MHDTHR,2967555.55555556,9
141814,2019-10-08,2019-10-16,THRMHD,4215800,10
141818,2019-10-08,2019-10-17,MHDTHR,3175800,10
141822,2019-10-08,2019-10-17,THRMHD,5651888.88888889,9
141826,2019-10-08,2019-10-18,MHDTHR,3089555.55555556,9
141830,2019-10-08,2019-10-18,THRMHD,4362909.09090909,11
141834,2019-10-08,2019-10-19,MHDTHR,3414666.66666667,12
141838,2019-10-08,2019-10-19,THRMHD,3775545.45454545,11
141842,2019-10-08,2019-10-20,MHDTHR,5815600,10
141846,2019-10-08,2019-10-20,THRMHD,2818777.77777778,9
141850,2019-10-08,2019-10-21,MHDTHR,4884333.33333333,9
141854,2019-10-08,2019-10-21,THRMHD,3644500,8
141858,2019-10-08,2019-10-22,MHDTHR,4215111.11111111,9
141862,2019-10-08,2019-10-22,THRMHD,3904000,10
141866,2019-10-08,2019-10-23,MHDTHR,2947142.85714286,7
141870,2019-10-08,2019-10-23,THRMHD,4470200,10
141874,2019-10-08,2019-10-24,MHDTHR,3710200,5
141878,2019-10-08,2019-10-24,THRMHD,6275000,5
141882,2019-10-08,2019-10-25,MHDTHR,3330500,4
141886,2019-10-08,2019-10-25,THRMHD,5779857.14285714,7
141890,2019-10-08,2019-10-26,MHDTHR,3822571.42857143,7
141894,2019-10-08,2019-10-26,THRMHD,6092666.66666667,6
141898,2019-10-08,2019-10-27,MHDTHR,3288200,5
141902,2019-10-08,2019-10-27,THRMHD,6192200,5
141906,2019-10-08,2019-10-28,MHDTHR,5098000,1
141910,2019-10-08,2019-10-28,THRMHD,5656500,2
141914,2019-10-08,2019-10-29,MHDTHR,5854000,2
141917,2019-10-08,2019-10-29,THRMHD,5705500,2
141920,2019-10-08,2019-10-30,MHDTHR,6203666.66666667,3
141923,2019-10-08,2019-10-30,THRMHD,4939260,3
141927,2019-10-08,2019-10-31,MHDTHR,6055500,2
141931,2019-10-08,2019-10-31,THRMHD,4299000,1
141934,2019-10-08,2019-11-01,MHDTHR,5508000,1
141938,2019-10-08,2019-11-01,THRMHD,4311666.66666667,3
141942,2019-10-08,2019-11-02,MHDTHR,5504000,2
141946,2019-10-08,2019-11-02,THRMHD,4053000,3
141950,2019-10-08,2019-11-03,MHDTHR,4622666.66666667,3
141954,2019-10-08,2019-11-03,THRMHD,4780000,5
141958,2019-10-08,2019-11-04,MHDTHR,4598000,1
141962,2019-10-08,2019-11-04,THRMHD,5060000,5
141966,2019-10-08,2019-11-05,MHDTHR,5508000,1
141969,2019-10-08,2019-11-05,THRMHD,5740000,5
141972,2019-10-08,2019-11-06,MHDTHR,5508000,1
141975,2019-10-08,2019-11-06,THRMHD,5266666.66666667,6
141979,2019-10-08,2019-11-07,MHDTHR,4246500,2
141983,2019-10-08,2019-11-07,THRMHD,5200500,4
141986,2019-10-08,2019-11-08,MHDTHR,5003000,2
141990,2019-10-08,2019-11-08,THRMHD,4488000,5
141994,2019-10-08,2019-11-09,MHDTHR,5302000,3
141998,2019-10-08,2019-11-09,THRMHD,4366500,4
142002,2019-10-08,2019-11-10,MHDTHR,5165333.33333333,3
142006,2019-10-08,2019-11-10,THRMHD,4800000,5
142010,2019-10-08,2019-11-11,MHDTHR,4098000,1
142014,2019-10-08,2019-11-11,THRMHD,4980000,5
142018,2019-10-08,2019-11-12,MHDTHR,4901333.33333333,3
142021,2019-10-08,2019-11-12,THRMHD,4840000,5
142024,2019-10-08,2019-11-13,MHDTHR,5568000,3
142027,2019-10-08,2019-11-13,THRMHD,4866333.33333333,6
142031,2019-10-08,2019-11-14,MHDTHR,4649250,4
142035,2019-10-08,2019-11-14,THRMHD,5161600,5
142038,2019-10-08,2019-11-15,MHDTHR,5137333.33333333,3
142042,2019-10-08,2019-11-15,THRMHD,5034857.14285714,7
142046,2019-10-08,2019-11-16,MHDTHR,4784000,3
142050,2019-10-08,2019-11-16,THRMHD,4541500,4
142054,2019-10-08,2019-11-17,MHDTHR,4289333.33333333,3
142058,2019-10-08,2019-11-17,THRMHD,5580000,5
142062,2019-10-08,2019-11-18,MHDTHR,4098000,1
142066,2019-10-08,2019-11-18,THRMHD,5280000,5
142070,2019-10-08,2019-11-19,MHDTHR,5053000,2
142073,2019-10-08,2019-11-19,THRMHD,5380000,5
142076,2019-10-08,2019-11-20,MHDTHR,5053000,2
142079,2019-10-08,2019-11-20,THRMHD,5580000,5
142083,2019-10-08,2019-11-21,MHDTHR,4363666.66666667,3
142087,2019-10-08,2019-11-21,THRMHD,5575500,4
142090,2019-10-08,2019-11-22,MHDTHR,5053000,2
142094,2019-10-08,2019-11-22,THRMHD,5568000,3
142106,2019-10-09,2019-10-09,MHDTHR,2346388.88888889,9
142110,2019-10-09,2019-10-09,THRMHD,2965800,10
142114,2019-10-09,2019-10-10,MHDTHR,2503083.33333333,12
142118,2019-10-09,2019-10-10,THRMHD,3756916.66666667,12
142122,2019-10-09,2019-10-11,MHDTHR,3414200,10
142126,2019-10-09,2019-10-11,THRMHD,2343846.15384615,13
142130,2019-10-09,2019-10-12,MHDTHR,4548571.42857143,14
142134,2019-10-09,2019-10-12,THRMHD,2398250,12
142138,2019-10-09,2019-10-13,MHDTHR,3327272.72727273,11
142142,2019-10-09,2019-10-13,THRMHD,2452363.63636364,11
142146,2019-10-09,2019-10-14,MHDTHR,3393400,10
142150,2019-10-09,2019-10-14,THRMHD,2652600,10
142154,2019-10-09,2019-10-15,MHDTHR,2937636.36363636,11
142158,2019-10-09,2019-10-15,THRMHD,3183333.33333333,12
142162,2019-10-09,2019-10-16,MHDTHR,2797000,10
142166,2019-10-09,2019-10-16,THRMHD,4116545.45454546,11
142170,2019-10-09,2019-10-17,MHDTHR,2966400,10
142174,2019-10-09,2019-10-17,THRMHD,5629333.33333333,9
142178,2019-10-09,2019-10-18,MHDTHR,2992666.66666667,9
142182,2019-10-09,2019-10-18,THRMHD,4289636.36363636,11
142186,2019-10-09,2019-10-19,MHDTHR,3358333.33333333,12
142190,2019-10-09,2019-10-19,THRMHD,3304900,10
142194,2019-10-09,2019-10-20,MHDTHR,5920700,10
142198,2019-10-09,2019-10-20,THRMHD,2809333.33333333,9
142202,2019-10-09,2019-10-21,MHDTHR,4919875,8
142206,2019-10-09,2019-10-21,THRMHD,3692875,8
142210,2019-10-09,2019-10-22,MHDTHR,4254000,9
142214,2019-10-09,2019-10-22,THRMHD,3802181.81818182,11
142218,2019-10-09,2019-10-23,MHDTHR,2865071.42857143,7
142222,2019-10-09,2019-10-23,THRMHD,4276833.33333333,9
142226,2019-10-09,2019-10-24,MHDTHR,3843026.66666667,6
142230,2019-10-09,2019-10-24,THRMHD,5846500,4
142234,2019-10-09,2019-10-25,MHDTHR,3514666.66666667,3
142238,2019-10-09,2019-10-25,THRMHD,5849500,6
142242,2019-10-09,2019-10-26,MHDTHR,4026000,7
142246,2019-10-09,2019-10-26,THRMHD,6136800,5
142250,2019-10-09,2019-10-27,MHDTHR,3350750,4
142254,2019-10-09,2019-10-27,THRMHD,6030400,5
142258,2019-10-09,2019-10-28,MHDTHR,4498000,1
142262,2019-10-09,2019-10-28,THRMHD,5605500,2
142266,2019-10-09,2019-10-29,MHDTHR,5702000,3
142269,2019-10-09,2019-10-29,THRMHD,5370333.33333333,3
142272,2019-10-09,2019-10-30,MHDTHR,6203666.66666667,3
142276,2019-10-09,2019-10-30,THRMHD,5200333.33333333,3
142280,2019-10-09,2019-10-31,MHDTHR,6903666.66666667,3
142284,2019-10-09,2019-10-31,THRMHD,4048500,2
142288,2019-10-09,2019-11-01,MHDTHR,5753000,2
142292,2019-10-09,2019-11-01,THRMHD,3711666.66666667,3
142296,2019-10-09,2019-11-02,MHDTHR,5968666.66666667,3
142300,2019-10-09,2019-11-02,THRMHD,3853000,3
142304,2019-10-09,2019-11-03,MHDTHR,4381333.33333333,3
142308,2019-10-09,2019-11-03,THRMHD,4780000,5
142312,2019-10-09,2019-11-04,MHDTHR,7098000,1
142316,2019-10-09,2019-11-04,THRMHD,4940000,5
142320,2019-10-09,2019-11-05,MHDTHR,4803000,2
142323,2019-10-09,2019-11-05,THRMHD,5720000,5
142326,2019-10-09,2019-11-06,MHDTHR,5508000,1
142330,2019-10-09,2019-11-06,THRMHD,5620000,5
142334,2019-10-09,2019-11-07,MHDTHR,6053000,2
142338,2019-10-09,2019-11-07,THRMHD,5200500,4
142342,2019-10-09,2019-11-08,MHDTHR,5508000,1
142346,2019-10-09,2019-11-08,THRMHD,4588000,5
142350,2019-10-09,2019-11-09,MHDTHR,6053000,2
142354,2019-10-09,2019-11-09,THRMHD,4416500,4
142358,2019-10-09,2019-11-10,MHDTHR,5198666.66666667,3
142362,2019-10-09,2019-11-10,THRMHD,4940000,5
142366,2019-10-09,2019-11-11,MHDTHR,4398000,1
142370,2019-10-09,2019-11-11,THRMHD,4980000,5
142374,2019-10-09,2019-11-12,MHDTHR,5003000,2
142377,2019-10-09,2019-11-12,THRMHD,4840000,5
142380,2019-10-09,2019-11-13,MHDTHR,4803000,2
142383,2019-10-09,2019-11-13,THRMHD,5000000,5
142387,2019-10-09,2019-11-14,MHDTHR,4850500,2
142391,2019-10-09,2019-11-14,THRMHD,5552500,4
142394,2019-10-09,2019-11-15,MHDTHR,5407000,2
142398,2019-10-09,2019-11-15,THRMHD,5089600,5
142402,2019-10-09,2019-11-16,MHDTHR,5029600,5
142406,2019-10-09,2019-11-16,THRMHD,4552800,5
142410,2019-10-09,2019-11-17,MHDTHR,4766500,4
142414,2019-10-09,2019-11-17,THRMHD,5366333.33333333,6
142418,2019-10-09,2019-11-18,MHDTHR,4648000,2
142422,2019-10-09,2019-11-18,THRMHD,5320000,5
142426,2019-10-09,2019-11-19,MHDTHR,4703000,2
142429,2019-10-09,2019-11-19,THRMHD,5580000,5
142432,2019-10-09,2019-11-20,MHDTHR,5253000,2
142435,2019-10-09,2019-11-20,THRMHD,5180000,5
142439,2019-10-09,2019-11-21,MHDTHR,4246500,2
142443,2019-10-09,2019-11-21,THRMHD,5575500,4
142446,2019-10-09,2019-11-22,MHDTHR,4953000,2
142450,2019-10-09,2019-11-22,THRMHD,5568000,3
142518,2019-10-10,2019-10-09,THRMHD,3262000,1
142520,2019-10-10,2019-10-10,MHDTHR,2471200,10
142524,2019-10-10,2019-10-10,THRMHD,4034900,10
142528,2019-10-10,2019-10-11,MHDTHR,3538500,10
142532,2019-10-10,2019-10-11,THRMHD,2428615.38461538,13
142536,2019-10-10,2019-10-12,MHDTHR,4744035.71428571,14
142540,2019-10-10,2019-10-12,THRMHD,2469750,12
142544,2019-10-10,2019-10-13,MHDTHR,3053700,10
142548,2019-10-10,2019-10-13,THRMHD,2548590.90909091,11
142552,2019-10-10,2019-10-14,MHDTHR,3358100,10
142556,2019-10-10,2019-10-14,THRMHD,2729200,10
142560,2019-10-10,2019-10-15,MHDTHR,3033090.90909091,11
142564,2019-10-10,2019-10-15,THRMHD,3106000,12
142568,2019-10-10,2019-10-16,MHDTHR,2874600,10
142572,2019-10-10,2019-10-16,THRMHD,4198400,10
142576,2019-10-10,2019-10-17,MHDTHR,3091800,10
142580,2019-10-10,2019-10-17,THRMHD,5697111.11111111,9
142584,2019-10-10,2019-10-18,MHDTHR,3114888.88888889,9
142588,2019-10-10,2019-10-18,THRMHD,4373400,10
142592,2019-10-10,2019-10-19,MHDTHR,3406000,12
142596,2019-10-10,2019-10-19,THRMHD,3577000,11
142600,2019-10-10,2019-10-20,MHDTHR,6011700,10
142604,2019-10-10,2019-10-20,THRMHD,2788666.66666667,9
142608,2019-10-10,2019-10-21,MHDTHR,5123250,8
142612,2019-10-10,2019-10-21,THRMHD,2960125,8
142616,2019-10-10,2019-10-22,MHDTHR,4179111.11111111,9
142620,2019-10-10,2019-10-22,THRMHD,3841909.09090909,11
142624,2019-10-10,2019-10-23,MHDTHR,3105687.5,8
142628,2019-10-10,2019-10-23,THRMHD,4322833.33333333,9
142632,2019-10-10,2019-10-24,MHDTHR,3805750,8
142636,2019-10-10,2019-10-24,THRMHD,5830875,8
142640,2019-10-10,2019-10-25,MHDTHR,3794571.42857143,7
142644,2019-10-10,2019-10-25,THRMHD,5779666.66666667,9
142648,2019-10-10,2019-10-26,MHDTHR,3940181.81818182,11
142652,2019-10-10,2019-10-26,THRMHD,6291142.85714286,7
142656,2019-10-10,2019-10-27,MHDTHR,3322375,8
142660,2019-10-10,2019-10-27,THRMHD,6239111.11111111,9
142664,2019-10-10,2019-10-28,MHDTHR,4798500,4
142668,2019-10-10,2019-10-28,THRMHD,5522333.33333333,6
142672,2019-10-10,2019-10-29,MHDTHR,5340400,5
142675,2019-10-10,2019-10-29,THRMHD,5180800,5
142678,2019-10-10,2019-10-30,MHDTHR,6885166.66666667,6
142682,2019-10-10,2019-10-30,THRMHD,4799750,4
142686,2019-10-10,2019-10-31,MHDTHR,6703000,3
142690,2019-10-10,2019-10-31,THRMHD,4442166.66666667,6
142694,2019-10-10,2019-11-01,MHDTHR,6060400,5
142698,2019-10-10,2019-11-01,THRMHD,2983500,4
142702,2019-10-10,2019-11-02,MHDTHR,4382000,4
142706,2019-10-10,2019-11-02,THRMHD,3881000,5
142710,2019-10-10,2019-11-03,MHDTHR,4435500,4
142714,2019-10-10,2019-11-03,THRMHD,4620000,5
142718,2019-10-10,2019-11-04,MHDTHR,4798000,2
142722,2019-10-10,2019-11-04,THRMHD,4920000,5
142726,2019-10-10,2019-11-05,MHDTHR,4734666.66666667,3
142729,2019-10-10,2019-11-05,THRMHD,5480400,5
142732,2019-10-10,2019-11-06,MHDTHR,4868000,3
142736,2019-10-10,2019-11-06,THRMHD,5140000,5
142740,2019-10-10,2019-11-07,MHDTHR,4491500,4
142744,2019-10-10,2019-11-07,THRMHD,4780000,5
142748,2019-10-10,2019-11-08,MHDTHR,5201333.33333333,3
142752,2019-10-10,2019-11-08,THRMHD,4228000,5
142756,2019-10-10,2019-11-09,MHDTHR,5166800,5
142760,2019-10-10,2019-11-09,THRMHD,4286500,4
142764,2019-10-10,2019-11-10,MHDTHR,5699000,2
142768,2019-10-10,2019-11-10,THRMHD,4760000,5
142772,2019-10-10,2019-11-11,MHDTHR,5998000,1
142776,2019-10-10,2019-11-11,THRMHD,4980000,5
142780,2019-10-10,2019-11-12,MHDTHR,5303000,2
142783,2019-10-10,2019-11-12,THRMHD,4866333.33333333,6
142786,2019-10-10,2019-11-13,MHDTHR,5053000,2
142790,2019-10-10,2019-11-13,THRMHD,5080400,5
142794,2019-10-10,2019-11-14,MHDTHR,5287333.33333333,3
142798,2019-10-10,2019-11-14,THRMHD,5674200,5
142802,2019-10-10,2019-11-15,MHDTHR,5407000,2
142806,2019-10-10,2019-11-15,THRMHD,5049600,5
142810,2019-10-10,2019-11-16,MHDTHR,4917333.33333333,3
142814,2019-10-10,2019-11-16,THRMHD,4516500,4
142818,2019-10-10,2019-11-17,MHDTHR,4489333.33333333,3
142822,2019-10-10,2019-11-17,THRMHD,5580000,5
142826,2019-10-10,2019-11-18,MHDTHR,3898000,1
142830,2019-10-10,2019-11-18,THRMHD,5260000,5
142834,2019-10-10,2019-11-19,MHDTHR,4753000,2
142837,2019-10-10,2019-11-19,THRMHD,5220400,5
142840,2019-10-10,2019-11-20,MHDTHR,5354000,2
142844,2019-10-10,2019-11-20,THRMHD,5380000,5
142848,2019-10-10,2019-11-21,MHDTHR,4884666.66666667,3
142852,2019-10-10,2019-11-21,THRMHD,5220000,5
142856,2019-10-10,2019-11-22,MHDTHR,5508000,1
142860,2019-10-10,2019-11-22,THRMHD,5568000,3
142864,2019-10-10,2019-11-23,MHDTHR,6161000,1
142867,2019-10-10,2019-11-23,THRMHD,6161000,1
142873,2019-10-10,2019-11-25,MHDTHR,5998000,1
